product_id,category,brand,title,description,price
344950,Books|Medical Books|Medicine,Army,Emergency War Surgery: The Survivalist's Medical Desk Reference,,29.99
344981,Books|Teen &amp; Young Adult|Literature &amp; Fiction,Visit Amazon's Jonathan Swift Page,"The Adventure Collection: Treasure Island, The Jungle Book, Gulliver's Travels, White Fang, The Merry Adventures of Robin Hood (The Heirloom Collection)",,43.8
344997,Books|Science Fiction &amp; Fantasy|Science Fiction,Visit Amazon's B. V. Larson Page,Battle Cruiser (Lost Colonies),,9.99
345005,"Books|Health, Fitness &amp; Dieting|Alternative Medicine",Visit Amazon's Thich Nhat Hanh Page,Planting Seeds with Song: Practicing Mindfulness with Children,,9.39
345010,"Books|Mystery, Thriller & Suspense|Mystery",Visit Amazon's Gay Hendricks Page,The Broken Rules of Ten (Tenzing Norbu Mystery),\N,9.99
345042,Books|Romance|Contemporary,Visit Amazon's Sophie Monroe Page,Repented: Battlescars IV (Volume 4),"Sophie Monroe is a Jersey girl, born and bred, down to the ""cawfee"" and ""watta."" She's also the author of the Amazon and USA TODAY bestselling Battlescars series. With a passion for music, especially rock and roll, it only seemed fitting for her to write a rocker series. Her books reflect her sense of humor and sarcasm.She loves introducing people to new music and what she's listening to. You can always find her playlists on the last page of every book. When she's not writing or searching iTunes, she's busy reading, watching movies and being creative.",9.99
345066,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Leighann Dobbs Page,A Mew To A Kill (Mystic Notch Cozy Mystery Series) (Volume 3),"USA Today best selling author, Leighann Dobbs, discovered her passion for writing after a twenty year career as a software engineer. She lives in New Hampshire with her husband Bruce, their trusty Chihuahua mix Mojo and beautiful rescue cat, Kitty. When she's not reading, gardening, making jewelry or selling antiques, she likes to write cozy mystery and historical romance books.",12.99
345147,"Books|Cookbooks, Food & Wine|Kitchen Appliances",Nicole Sanchez,"Pressure Cooking Cookbook for Beginners: Easy to Follow, Unique, and Delicious Pressure Cooking Recipes Ready When You Are",\N,6.98
345173,Books|Romance|Romantic Suspense,Visit Amazon's Alice C. Hart Page,"Obsession: The Stalker Series, Book 1 (Volume 1)","About Alice Alice is a writer of romance and suspense, Romantic/Suspense, if you will. She also plans to write more of whatever pops into her head. Alice loves to read dark, jacked up, fuck with your head kind of books in her spare time. She also enjoys books that make her laugh out loud. Alice enjoys listening to music, hangin out with her bitches, and dancin her ass off. When not writing, Alice enjoys watching crap television, the kind where people go to find love and cry over losing a guy who had to go on national television to find a date. Residing in Toronto, Alice is happily unmarried to her common-law hubs of fourteen years; she has two children, a dog and a cat. A perfect evening includes watching a horror flick with her hubby and nibbling on something chocolate.",9.99
345211,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Askari Page,Blood of a Boss II: The Streets Is Watching (Volume 2),,14.95
345216,"Books|Mystery, Thriller & Suspense|Thrillers & Suspense",Visit Amazon's John Lyman Page,The Deep Green,\N,8.39
345278,Books|Politics &amp; Social Sciences|Social Sciences,Visit Amazon's Louis Hughes Page,Thirty Years a Slave From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter: Autobiography of Louis Hughes,"Originally published in Milwaukee in 1897, Hughess book is a rare autobiography of a black Milwaukeean. His story, however, does not begin in Wisconsin. Most of the book narrates the story of Hughess life as a slave. He recounts the emotional pain of being sold away from his mother at about the age of eleven, astutely observes the interactions between slaves and masters, and graphically tells of the physical brutality heaped on him and his fellow slaves. Historians have mined his memoir for what it tells about plantation life, the organization of work, and the interactions between slaves. What has been explored less often, and which appears below, is his account of his free life in Milwaukee. -Michael Stevens, After Slavery: The Milwaukee Years of Louis B. Hughes Louis Hughes was born a slave in Virginia and at age 12 was sold away from his mother, whom he never saw again. After a few interim owners, he was sold to a wealthy slave owner who had a home near Memphis and plantation nearby in Mississippi. Hughes lived there as a house servant until near the end of the Civil War, when he escaped to the Union lines and then, in a daring adventure with the paid help of two Union soldiers, returned to the plantation for his wife. The couple made their way to Canada and after the war to Chicago and Detroit, eventually settling in Milwaukee. There Hughes became relatively comfortable as a hotel attendant and as an entrepreneur laundry operator.",5.95
345292,Books|Romance|New Adult &amp; College,Visit Amazon's Michelle Lynn Page,Love Surfaced,,9.99
345301,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Dirk Patton Page,Unleashed: V Plague Book 1 (Volume 1),\N,14.99
345306,Books|Literature &amp; Fiction|Action &amp; Adventure,Visit Amazon's John Dreese Page,Red Hope,,6.99
345318,Books|Romance|New Adult &amp; College,Visit Amazon's Tillie Cole Page,Sweet Hope (Sweet Home Series) (Volume 4),,12.99
345341,"Books|Crafts, Hobbies & Home|Pets & Animal Care",Vicky S Kaseorg,Joe -- the Horse Nobody Loved (Burton's Farm Series) (Volume 1),"Vicky Kaseorg is the best-selling author of fourteen books. Her books vary greatly in subject matter and genre, but all have a common theme of finding meaning and contentment in the mundane, difficult, and commonplace events of life. Kaseorg, a writer, artist, homeschool mom, and avid kayaker/cyclist/runner resides in North Carolina with her husband of 35 years and an assortment of pets.",15.99
345399,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Bryan Mooney Page,Once We Were Friends,,10.99
345461,Books|Literature & Fiction|Genre Fiction,Visit Amazon's T. W. Piperbrook Page,Outage 2: The Awakening (Werewolf Suspense Series) (Volume 2),"T.W. Piperbrook was born and raised in Connecticut. He is the author of the CONTAMINATION series, the author of OUTAGE, and co-author of THE LAST SURVIVORS. He lives with his wife, his son, and the spirit of his Boston Terrier. For NEW RELEASE ALERTS, sign up for the author's mailing list at: http://eepurl.com/qy_SH LIKE him on Facebook at: www.facebook.com/twpiperbrook",8.99
345494,Books|Romance|Romantic Suspense,Visit Amazon's Jordan Marie Page,Saving Dancer (Savage Brothers MC) (Volume 2),,15.0
345512,Books|Romance|Contemporary,Visit Amazon's Adrienne Wilder Page,In The Absence of Light,,14.99
345702,"Books|Religion &amp; Spirituality|Other Religions, Practices &amp; Sacred Texts",Visit Amazon's Tony Ortega Page,The Unbreakable Miss Lovely: How the Church of Scientology tried to destroy Paulette Cooper,"Tony Ortega is executive editor of The Raw Story and former editor-in-chief of The Village Voice. Hes been writing about Scientology throughout his career, and also operates his own website with breaking news about the church at www.tonyortega.org. He lives in New York City. The Unbreakable Miss Lovely is his first book.",17.95
345731,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Laura Pauling Page,Footprints in the Frosting (Holly Hart Cozy Mystery Series) (Volume 1),"Laura Pauling writes about spies, murder and mystery. Shes the author of the young adult Circle of Spies Series, the Prom Impossible Series, the time travel mysteries, Heist and A Royal Heist, and the Holly Hart Cozy Mystery Series. She lives the cover of a suburban mom/author perfectly, from the minivan to the home-baked snickerdoodles, while hiding her secret missions and covert operations. But shh. Don't tell anyone. And she may or may not actually bake cookies. You decide. Visit Laura at http://laurapauling.com to sign up for her newsletter or send her a message through the contact tab. Or email her directly at laura@laurapauling.com.",8.99
345739,Books|Romance|Paranormal,Visit Amazon's Melanie James Page,Gertie's Paranormal Plantation,"<b><i>""I have 't laughed so in such a long time! - Feel good, fun book!"" - Anna, Paranormal Romance Reviews.</i></b>",5.0
345780,Books|Teen & Young Adult|Science Fiction & Fantasy,Visit Amazon's Bella Forrest Page,A Shade of Vampire 13: A Turn of Tides (Volume 13),\N,12.99
345807,Books|Romance|Romantic Suspense,Visit Amazon's Debra Kayn Page,For Life (Moroad Motorcycle Club) (Volume 2),<b>The Moroad Motorcycle Club series</b><div><br /><div><div>#1 - Wrapped Around Him</div><div>#2 - For Life</div><div>#3 - His Crime&#xA0;</div><div>#4 - Time Owed&#xA0;</div><div>#5 - Falling For Crazy&#xA0;</div><div>#6 - Chasing Down Changes - Final book - Releases 1/25/2016</div></div></div>,12.99
345832,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Amanda M. Lee Page,Freaky Days (A Mystic Caravan Mystery) (Volume 1),,15.99
345833,Books|Romance|Contemporary,Visit Amazon's Lauren Blakely Page,Melt For Him,"<span>A #1 New York Times Bestselling author, and #1 Wall Street Journal Bestselling author, Lauren Blakely is known for her contemporary romance style that&apos;s hot, sweet and sexy. She lives in California with her family and has plotted entire novels while walking her dogs. With fourteen New York Times bestsellers, her titles have appeared on the New York Times, USA Today, and Wall Street Journal Bestseller Lists more than 100 times, and she&apos;s sold more than 2.5 million books. In December she&apos;ll release UNZIPPED, a sexy romantic comedy. To receive an email when Lauren releases a new book, sign up for her newsletter!</span>laurenblakely.com/newsletter<div><span></span></div>",14.99
345863,Books|Literature &amp; Fiction|Women's Fiction,Visit Amazon's Susannah B. Lewis Page,Ten Years Taken,"Susannah B. Lewis is a freelance writer, blogger, humorist, wife of one and stay at home mother of two. She regularly contributes pieces to Huffington Post, Hahas for Hoohas and YourTango. When shes not putting pen to paper, she enjoys reading, playing the piano and teaching her children all about Southern charm. Read her humor blog, Whoa! Susannah (www.whoasusannah.com) and follow her on Twitter (www.twitter.com/whoasusannah) and Facebook (www.facebook.com/whoasusannah).",10.99
345956,Books|Science Fiction & Fantasy|Science Fiction,Visit Amazon's J N Chaney Page,The Amber Project (The Variant Saga) (Volume 1),"<b>Amazon Best Seller Lists:</b><br /><b>#1</b> in GeneticEngineering<br /><b>#1</b> in Dystopian<br /><b>#1</b> in Post-Apocalyptic<br /><br /><b>Everything is a grave</b>- The Amber Project continues to captivate fans of dystopian science fiction,combining hard sci-fi, exploration, and gritty action with a healthy dose ofintrigue. Check out what the critics are saying...<br /><br /><b></b><b><i>&quot;Try this series, you won&apos;t be disappointed!&quot;</i> </b>- David Estes, author of the Moon Dwellers<br /><br /><b></b><b><i>&quot;Chaney&apos;s debut is a thrill ride.&quot;</i></b> - S. M. Boyce,author of the Grimoire Saga<br /><br /><b></b><b><i>&quot;The Amber Project is dystopian fiction no fan of the genre should miss.&quot;</i></b> - Cris Pasqueralle<br /> <br /><b></b><b><i>&quot;JN Chaney writes with amazing detail.&quot;</i></b> - 2 Girls and a Book Blog<br /><br /><b></b><b><i>&quot;This book was a delight.&quot;</i></b> - Audiobookreviewer.com<br /><br /><b></b><b><i>&quot;You will find yourself holding your breath and cheering.&quot;</i></b>- Novel Idea Reviews <div></div><div></div>",11.51
346042,Books|Science Fiction &amp; Fantasy|Science Fiction,Visit Amazon's Sally Ann Melia Page,Kidnap (Guy Erma and the Son of Empire) (Volume 1),,9.99
346050,Books|Arts & Photography|Graphic Design,Visit Amazon's 8th Square Page,Dot:Grid Designbook: 8.5&quot; x 11&quot;,"We believe that notebooks should encourage the creative outflow of ideas, not hinder them. With the lack of affordable dot-grid notebooks available on the market today, we've stepped in to fill that void and offer a wide variety of dot-grid notebooks with plenty of pages to keep the creative juices flowing. To view other notebooks available visit www.thedotgrid.com",8.0
351636,Books|Science Fiction & Fantasy|Science Fiction,Visit Amazon's Adrienne Lecter Page,Green Fields: Outbreak (Volume 2),\N,14.99
346144,Books|Literature &amp; Fiction,Visit Amazon's DJ Parker Page,Dipping Into Sin,"DJ Parker is a self-proclaimed romance novel enthusiast hailing from the Big Apple; New York City. She enjoys reading and is a passionate romance writer. She has a B.A. in Forensic Psychology and is currently working on her Masters degree. When she is not reading or writing, DJ Parker enjoys spending time with her wonderful and supportive husband, family, and friends. She also enjoys traveling, trying different restaurants, going to the movies, and always remembering to praise God at all times of the day. She loves hearing from readers, authors, and aspiring writers through: Email: djparkerwrites@gmail.com Facebook: DJ Parker Writes Author Page: https://www.facebook.com/djparkerwrites Website: http://djparkerwrites.wix.com/djparkerwrites",12.99
346185,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Kathi Daley Page,Heavenly Honeymoon (Zoe Donovan Mysteries) (Volume 15),,10.95
346189,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Patrick Logan Page,Skin (Insatiable Series) (Volume 1),,16.99
346306,Books|Self-Help|Success,Ville Lehtonen,"Limitless: 20 Proven Success Habits to Master Your Days, Reach Your True Potential, And Make Your Success Inevitable (Eventual Success) (Volume 1)",\N,14.99
346329,Books|History|Ancient Civilizations,Visit Amazon's Martin R. Phillips Page,Ancient Egypt: Discover the Secrets of Ancient Egypt,"Martin R. Phillips is an extremely passionate historian, archaeologist, and most recently a writer. Ever since Martin was a young boy he has been fascinated with ancient cultures and civilizations. In 1990, Martin graduated with distinction from the University of Cambridge with a double major in History and Archaeology. Upon graduation, Martin worked as an archeologist and travelled the world working in various excavation sites. Over the years, while working as an archaeologist, Martin became very well cultured and gained great insights into some of the most historic civilizations to ever exist. This first hand insight into the ancient cultures of the world is what sparked Martin's newest passion, history writing and story telling. In 2012, Martin decided to retire from archeology to focus on writing. Over the years he has seen and experienced a great deal of fascinating things from all over world. Martin now spends the majority of his free time putting all of his research, experience, and thoughts onto paper in an attempt to share his knowledge of the ancient cultures with the world. Over the past few years Martin has excelled in his writings. His narrative style has a way of combining the cold hard facts with a story teller's intrigue which makes for an excellent reading experience. ""Live your life to the fullest and enjoy the journey!"" - Martin R. Phillips",11.99
346461,Books|Children's Books|Growing Up &amp; Facts of Life,Visit Amazon's Tina Rantes Page,Bruce the Moose and Peter (BRUCE THE MOOSE - Picture books),,9.99
346535,"Books|Cookbooks, Food &amp; Wine|Main Courses &amp; Side Dishes",Patricia Johnson,World Famous Sauces and Dressings Cookbook: Big Brand Secret Recipes Revealed,,6.99
346551,Books|Literature &amp; Fiction|Literary,Visit Amazon's Sara Alexi Page,TheEnglish Lesson,,8.0
346563,Books|Romance|Paranormal,Visit Amazon's K.E. Ganshert Page,The Awakening (The Gifting Series) (Volume 2),"K.E. Ganshert was born and raised in the exciting state of Iowa, where she currently resides with her family. She likes to write things and consume large quantities of coffee and chocolate while she writes all the things. Shes won some awards. For the writing, not the consuming. Although the latter would be fun. You can learn more about K.E. Ganshert and these things she writes at her website",12.99
346673,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Stephen Knight Page,These Dead Lands: Immolation (Volume 1),"Stephen Knight is the author of the zombie apocalypse best seller The Gathering Dead and the science fiction adventure novel Earthfall. His next standalone novel, Charges, will be released in Summer 2015. Knight lives in the New York City area. He can be found on the web at: http://knightslanding.wordpress.com https://www.facebook.com/stephen.knight.376695 Find more of his fiction at: http://www.amazon.com/Stephen-Knight/e/B004SVKJH6/ Scott Wolf is a 20 year Army Special Forces and Special Mission Unit veteran and loves to take long walks in post-apocalyptic landscapes. Scott continues to serve and support the US government in other endeavors around the globe when he isn't teaching others how to shot, move and communicate during the zombie apocalypse. Together with Stephen Knight, he co-authored These Dead Lands: IMMOLATION, the first book in the These Dead Lands series of books yet to come. Mr. Wolf lives in undisclosed and ever changing locations around the globe.",19.99
346785,Books|Literature &amp; Fiction|Humor &amp; Satire,Visit Amazon's Jerome K. Jerome Page,Three Men in a Boat,,6.89
346805,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Dianne Harman Page,Murder and Brandy Boy (Liz Lucas Cozy Mystery),"<span>""I really enjoyed this second book in the new Liz Lucas Cozy Mystery series. Good plot, great characters and story. Love the dogs and the recipes are an added plus.</span><br /><span>As the story unfolds you get to know the characters and Liz is right in the middle of another murder. This time it is her summer intern, a really nice kid with a lot going for him. Lots of suspects that have to be whittled down to find the motive and murderer. Dianne always has some weird, quirky people in her books that go along with her other very likable ones. Looking forward to future installments to see if Roger runs against the awful and incompetent chief of police. I'm sure he won't go down without a fight! Another great read that has you waiting for the next one!""</span>",12.95
346834,Books|Business & Money|Personal Finance,John James,"Finance: How to Differentiate Success from Failure - Budgeting, Money Management, Investing &amp; Retirement",\N,9.28
346853,Books|Romance|Contemporary,Visit Amazon's Victoria Villeneuve Page,BOSS: A Stepbrother Billionaire Romance,,8.99
346880,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Marianne Rice Page,False Impressions (McKay-Tucker Men) (Volume 3),"Living in Maine after growing up in Southern California, Marianne Rice uses her cross-country living experiences to write contemporary romances set in small New England towns. Her heroes are big and strong, yet value family and humor, while her heroines are smart, sexy, sometimes a little bit sassy, and are often battling a strong internal conflict. Together, they deal with real life issues and always, always, find everlasting love. Follow Marianne at www.mariannerice.weebly.com, Facebook, Twitter and Goodreads",9.99
347015,"Books|Mystery, Thriller & Suspense|Thrillers & Suspense",Visit Amazon's Christopher Greyson Page,Data Jack,"Please visit ChristopherGreyson.com to get to know<i>Wall Street Journal</i>bestselling author Christopher Greyson. Learn more about your favorite characters, giveaways, and updates on new releases.",15.95
347262,Books|Children's Books|Science Fiction &amp; Fantasy,Visit Amazon's Chelsea Luna Page,Love &amp; the Zombie Apocalypse: Zombie Apocalypse Trilogy Book 1 (Volume 1),"Chelsea Luna is the author of the bestselling NEW ENGLAND WITCH CHRONICLES, a young adult paranormal romance series comprising of four novels. Chelsea is also the author of the bestselling LOVE &amp; THE ZOMBIE APOCALYPSE, a young adult horror trilogy. Chelsea received a Juris Doctorate from New York Law School in New York, New York in 2007, and a B.A. in Sociology, with a concentration in Criminal Justice, from the University of Tennessee in 2004. She lives in Tennessee. For more information, please visit: http://www.chelsealunaauthor.com http://www.facebook.com/ChelseaLuna.Author Follow me on Twitter: @Chelsea_Luna_",9.99
347297,Books|Romance|LGBT,Visit Amazon's Ashlynn Cox Page,First Time Gay Collection,\N,5.99
347314,Books|Romance|Gothic,Visit Amazon's Aimee McNeil Page,Alluring Song,"Aimee McNeil was born and raised in Nova Scotia, Canada, where she continues to live today with her husband and three children.  Alluring Song is her first novel, which she presented to the world after a lifetime of dreaming. Aimee writes fantasy because she does not like to be confined within the boundaries of reality. Other interests include reading, painting, and enjoying every moment with her family. Aimee loves to hear from her readers. You can visit her online at: aimeemcneilswriting.blogspot.ca Instagram/@aimeemcneilswriting Facebook.com/aimeemcneilswriting Twitter/@aimeeswriting",13.99
347326,Books|Science Fiction &amp; Fantasy|Fantasy,T. Schapansky,Imogene of the Pacific Kingdom,"<span><span>""Imogene of the Pacific Kingdom is a great book for kids or young adults. Teresa Schapansky has created a  charming, likable character in Imogene. A character that a lot of young  people, especially girls, will relate to.<br /> <br />Teresa Schapansky has created characters and a world that will entertain children and adults for generations. Imogene is the star but there are many interesting characters and great adventures. Imogene of the Pacific Kingdom is a modern day fairy tale ready to take its place beside such Disney tales as The Little Mermaid."" -</span></span>Reviewed by<span>Ray Simmons</span>forReaders' Favorite<br /><br />""Imogene of the Pacific Kingdom grabs the reader's attention right from the start when five-year-old Imogene's mother leaves her to live with her ill-tempered aunt.<br /><br />I must say that this story was delightful and adventurous, a breath of fresh air. Imogene is a wonderful role model and a delicious character to root for. The plot is well thought out and delivered with just the right amount of fantasy and  wonder.   <br /><br /> Children aged eight and up will enjoy this read on their own, while even younger children would be thrilled to have it read  to them."" - Reviewed by: Heather Froeschl<br /><br /><span><span>""Imogene  discovers a magical kingdom, the Pacific Kingdom with her mom and of course the intrigue that goes along with it, the secret of the deep as well as the mystery of her own existence.</span></span>",12.99
347337,Books|Romance|Contemporary,Visit Amazon's J. S. Cooper Page,Falling For My Boss,,12.99
350012,Books|Travel|Travel Writing,Visit Amazon's Lauren Juliff Page,How Not to Travel the World: Adventures of a Disaster-Prone Backpacker,,12.99
364171,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Laurie Lewis Page,The Dragons of Alsace Farm,,14.95
349591,"Books|Crafts, Hobbies &amp; Home|Pets &amp; Animal Care",Visit Amazon's Cee Tee Jackson Page,Damp Dogs &amp; Rabbit Wee,"Cee Tee (Colin) Jackson is an ex-bank manager, now running his own small petcare / dog-walking business in the west of Scotland. A bit of a short-arse, with a short attention span, its no surprise that this, his first book, is also on the short side. But it is quite funny. Other than family, work and writing, his passions are music and sport. For many years he ran his Loud Horizon music blog in addition to writing for Artrocker magazine. He enjoys most genres of music, but punk, psychedelic, underground, space rock and blues are his music of choice. Having competed at several sports, including athletics, soccer, baseball and tennis, injuries and age are now catching up, although he still enjoys circuit training sessions three times a week. One day, he WILL write a fantasy-comedy-farce. Maybe tomorrow.",8.5
347531,Books|Biographies &amp; Memoirs|Professionals &amp; Academics,Adam Starks,Broken Child Mended Man,"Five-Star Review ""As I read the first pages of this book, I assumed that it was going to be simply an autobiography of a young man raised in an impoverished home who made something of himself by diligence and effort. And it is that, but it is also much more. As I got deeper into the author's sparse, matter-of-fact prose, I realized that it is a profound insight into the life of a profoundly neglected child. As I finished the work, I was almost stunned at the doorway it gives into the desperate lives of so many. I think the book is destined to become a classic. It should be read by every school teacher and by all teenagers who complain because their parents will not give them the latest iPhone. It is a tale of abuse, yet clearly not written to beg for pity or to shame anyone. Indeed, there is a remarkable lack of rancor. Rather, it unveils a world that should not exist, but clearly does, and the impact on the reader is profound. Certainly, the inspiring achievements of the author should give hope to anyone in similar circumstances. It is not an easy book to read, but the rewards for doing so are great."" Jim Foxy",25.39
347590,Books|Literature &amp; Fiction|Genre Fiction,Visit Amazon's Matthew Caldwell Page,The Lost Tribe,"""Five Stars. [A] rich, suspenseful and enthralling novel whose power and presence lingers long after the last page is read. [I]t's a superb literary effort that is most highly recommended."" <b>Jack Magnus, Readers' Favorite</b><br /> <span></span><br /> <span>""The plot was suspenseful and the characters were movingly portrayed. This is definitely the best indie book I've read in 2015 so far."" -- <b>Shomeret: The Masked Reviewer</b></span><br /> <span></span><br /> <span>""If you enjoy history, baseball, a unique tale, great characters, a little supernatural, and a story that makes your heart warm and weep then this story is definitely for you!"" -- <b>The Page Unbound</b></span>",12.99
347597,Books|History|World,Robert Jenkins,Irma Grese &amp; Other Infamous SS Female Guards: The Secret Stories of Their Holocaust &amp; Auschwitz Atrocities Revealed (The Stories of WW2) (Volume 41),,3.99
347610,"Books|Crafts, Hobbies &amp; Home|Crafts &amp; Hobbies",Stella Reingold,101 Fun Things to Do in Retirement,,11.69
347626,\N,Visit Amazon's Christine Alvarez Page,Eterna (The Elektita Series) (Volume 2),"I am the author of The Elektita series and the Beyond Blood series. Each fall on a spectrum ranging from Happily Ever After to Burned and Broken. Writing has been a dream since I was a child and only now am I getting to fulfill it. I am a married mother to four spectacular hoodlums. They are my inspiration. Each and every day I take things that they say or do and weave it into each of my stories. They are the reason I have unpaid side jobs as a chauffeur, chef, boo-boo kisser and referee. They make life interesting to say the least. My husband and I currently live in Missouri where I was born and raised. We spend our time working the ball field or sitting through swim classes. I on the other hand am allergic to exercise and have an unhealthy addiction to chocolate and Dr. Pepper. They end up by my side during sleepless nights of writing. You can visit my website www.authorcalvarez.com to keep up to date with any news or new releases.",11.0
347627,"Books|Mystery, Thriller & Suspense|Mystery",Visit Amazon's Lisa B. Thomas Page,Sharpe Shooter (Maycroft Mystery Series),\N,7.99
347657,Books|Literature &amp; Fiction|Women's Fiction,Visit Amazon's Heidi Lis Page,Defying Fate,"<b>""<i>This is one book I could not put down for a debut novel it was a wonderful read</i>.</b><span>""- Amazon Review.</span>",12.99
347669,"Books|Mystery, Thriller &amp; Suspense|Thrillers &amp; Suspense",Visit Amazon's Steve Richer Page,The President Killed His Wife,,15.99
347680,Books|Children's Books|Literature &amp; Fiction,Visit Amazon's Daniel Kenney Page,The Big Life of Remi Muldoon (Volume 1),,10.99
347697,"Books|Lesbian, Gay, Bisexual &amp; Transgender Books|Literature &amp; Fiction",Visit Amazon's Charlie Winters Page,Fin&amp;Matt,,9.2
347763,Books|Literature & Fiction|Short Stories & Anthologies,Visit Amazon's Alesha Escobar Page,Masters of Time: A Science Fiction And Fantasy Time Travel Anthology,"The Masters of Time sci-fi/fantasy time travel anthology is presented to you by USA Today bestselling author Samantha LaFantasie, Amazon bestselling authors Alesha Escobar and Devorah Fox, Hugo Award nominee Timothy C. Ward, B.R.A.G Medallion honoree H.M. Jones, and author Alice Marks.",6.99
347784,Books|Literature & Fiction|Genre Fiction,Visit Amazon's Ginny Dye Page,Shifted By The Winds (# 8 in the Bregdan Chronicles Historical Fiction Romance S (Volume 8),,39.99
347793,Books|Romance|Historical,Visit Amazon's Kathryn Le Veque Page,Scorpion (De Wolfe Pack) (Volume 9),,13.99
347824,Books|Science Fiction & Fantasy|Fantasy,Visit Amazon's Jonathan Renshaw Page,Dawn of Wonder (The Wakening) (Volume 1),"Jonathan Renshaw is a former high school English teacher and music producer who now writes full time while completing an English masters in the background. He is currently working on the epic fantasy series, The Wakening, launched in May 2015. Connect with him at www.jrenshaw.com.",15.65
347834,Books|Literature & Fiction|Women's Fiction,Visit Amazon's Noelle Adams Page,Hired Bride (Beaufort Brides) (Volume 1),\N,10.99
347876,Books|Romance|Contemporary,Visit Amazon's Rachel Van Dyken Page,Elude (Eagle Elite) (Volume 6),"""I LOVED Elude! It's a rare book that can take me from laughing hysterically one second to teaching me a profound lesson the next, but Rachel achieved it time and time again."" - NYT Bestselling Author AL Jackson<br />",14.0
347899,"Books|Mystery, Thriller &amp; Suspense|Mystery",Visit Amazon's Tower Lowe Page,In Dulce Disturbed ... And Four More: New Mexico Short Mysteries (Cinnamon/Burro New Mexico Mysteries),Tower Lowe (aka Donna Pecherer) is published in Alfred Hitchcock Mystery Magazine and is the author of mystery novellas and a full-length novel featuring Cinnamon and Burro. She lives in New Mexico.,9.99
347929,Books|Literature & Fiction|Erotica,Visit Amazon's Mary E. Palmerin Page,The Emancipation of Love (Monster) (Volume 2),\N,8.99
347979,Books|Literature &amp; Fiction|Erotica,Visit Amazon's N.M. Catalano Page,"Kink: Stranger, Book 3 (Volume 3)","I am just a woman, like many of you, who has lived through beauty and ugliness, happiness, (sometimes extreme), and sadness, (sometimes heart wrenching), and have grown to love life and myself even more. I write because I love the characters, I am madly and hopelessly in love with them and want to share them with the world. Life is beautiful and is meant to be enjoyed day by day, sometimes you have to pick out the good stuff with a magnifying glass like a needle in a haystack, but enjoyed none the less. The stories that I put on paper, I think, help us to find that enjoyment a little bit more. I am just a woman who is in love with love..&lt;3",15.99
347990,Books|Literature & Fiction|Genre Fiction,Visit Amazon's Libbie Hawker Page,House of Rejoicing: Part 1 of The Book of Coming Forth by Day (Volume 1),\N,18.0
348226,Books|Literature & Fiction|Action & Adventure,Visit Amazon's Thomas M D Brooke Page,Roman Mask (The Cassius Chronicles) (Volume 1),"<div><span><i>&quot;I loved this book. There&apos;s no other way to say it. Filled with action and adventure, Roman Mask will keep you on the edge of your seat.Focused on a time that doesn&apos;t always get a huge amount of attention in the historical fiction genre, author Thomas M.D. Brooke does such a fantastic job in drawing a picture of ancient Rome that when you look up from the novel you&apos;ll wonder where your tunic is.&quot;</i><b>Readers&apos; Favorite</b></span><b>2016</b><span><b>Winner! Gold Medal</b></span><b>Fiction/Action</b></div><br /><br /><i><span>&quot;The classical world is brought vividly to life in this novel by Brooke, a new voice in the crowded chorus of historical fiction. Set at theheight of the Roman Empire&apos;s power, Brooke&apos;s writing brings us both thedecadence that eventually undermined and destroyed the seemingly invincibleRomans, and the merciless military action that won Rome its mandate to rule inthe first place.&quot;</span></i><span><b>Daily Mail - UK National Paper</b></span><br /><br />""The book is exceptionally researched and very well written. I was drawn in from the very first page. Ancient Rome comes to life in all of its glory and menace... I didn't want the story to end. I just love books that bring a world to life like this.""<i> </i><b>5 Stars - Brokenteepee.com</b><br /><br />&quot;As a reviewer and writer I found this to be one of the most well written pieces of historical fiction I have ever had the pleasure ofreading.&quot; <b>5 Stars - Onlygreatbooks</b><br /><br /><i><span>""I readRoman Maskin one sitting; it was that powerful, that mesmerizing and that well-written. Thomas M.D. Brooke is a master storyteller as he brings the glory and the shame of war to life in a time long ago when Rome thought it was its right to rule the known world.""</span></i><span><b>5 Stars -Tome Tender</b></span>",14.99
348260,Books|Romance|Contemporary,Visit Amazon's Karina Halle Page,The Offer,\N,14.0
